Employee_ID,Full_Name,Department,Job_Title,Location,Performance_Rating,Hire_Date,tenure_years,pred_rating
101,Employee 101,IT Support,Senior Engineer,"Astana, KZ",4.8,2014-11-09,10.901369863013699,4.799999999999976
25,Employee 025,Operations,Senior Engineer,"Tashkent, UZ",4.8,2016-11-28,8.846575342465753,4.799999999999976
224,Employee 224,Marketing,Specialist,"Almaty, KZ",4.8,2018-04-27,7.435616438356164,4.7963333333333145
234,Employee 234,Engineering,Lead,"Bishkek, KG",4.8,2018-09-19,7.038356164383561,4.799666666666644
59,Employee 059,Operations,Senior Engineer,"Bishkek, KG",4.8,2018-11-16,6.879452054794521,4.799666666666644
304,Employee 304,Engineering,Engineer,"Delhi, IN",4.8,2020-01-14,5.717808219178083,4.797666666666644
194,Employee 194,IT Support,Coordinator,"Warsaw, PL",4.7,2012-06-19,13.293150684931506,4.694333333333346
82,Employee 082,Sales,Manager,"Bishkek, KG",4.7,2014-01-16,11.715068493150685,4.692666666666682
182,Employee 182,IT Support,Manager,"Warsaw, PL",4.7,2015-04-04,10.501369863013698,4.694333333333347
4,Employee 004,Sales,Specialist,"Almaty, KZ",4.7,2016-07-05,9.246575342465754,4.695333333333352
358,Employee 358,Finance,Specialist,"Warsaw, PL",4.7,2018-11-22,6.863013698630137,4.697666666666688
191,Employee 191,Marketing,Engineer,"Istanbul, TR",4.6,2013-11-11,11.895890410958904,4.603333333333323
225,Employee 225,Finance,Engineer,"Delhi, IN",4.6,2015-08-06,10.161643835616438,4.600999999999989
30,Employee 030,HR,Engineer,"Tashkent, UZ",4.6,2015-08-07,10.158904109589042,4.602666666666656
6,Employee 006,Marketing,Specialist,"Almaty, KZ",4.6,2015-08-22,10.117808219178082,4.609999999999993
163,Employee 163,Sales,Lead,"Delhi, IN",4.6,2016-02-17,9.627397260273973,4.601999999999989
389,Employee 389,Sales,Lead,"Warsaw, PL",4.6,2017-09-19,8.038356164383561,4.604333333333322
11,Employee 011,Finance,Coordinator,"Delhi, IN",4.6,2019-12-22,5.780821917808219,4.600333333333323
81,Employee 081,Marketing,Analyst,"Delhi, IN",4.6,2020-05-04,5.413698630136986,4.599999999999989
395,Employee 395,Finance,Lead,"Istanbul, TR",4.6,2021-08-25,4.104109589041096,4.6023333333333225
86,Employee 086,IT Support,Analyst,"Almaty, KZ",4.6,2022-05-21,3.367123287671233,4.601999999999989
42,Employee 042,Operations,Senior Engineer,"Almaty, KZ",4.5,2012-02-17,13.63013698630137,4.5
280,Employee 280,HR,Analyst,"Bishkek, KG",4.5,2015-02-13,10.638356164383561,4.499666666666667
60,Employee 060,Finance,Analyst,"Delhi, IN",4.5,2015-06-07,10.326027397260274,4.499666666666667
23,Employee 023,Engineering,Coordinator,"Almaty, KZ",4.5,2016-02-05,9.66027397260274,4.499333333333333
1,Employee 001,HR,Manager,"Astana, KZ",4.5,2017-10-02,8.002739726027396,4.499666666666667
332,Employee 332,Operations,Senior Engineer,"Delhi, IN",4.5,2018-10-04,6.997260273972603,4.499666666666667
14,Employee 014,Sales,Senior Engineer,"Warsaw, PL",4.5,2019-02-06,6.654794520547945,4.5
325,Employee 325,Operations,Senior Engineer,"Delhi, IN",4.5,2019-10-19,5.956164383561644,4.499666666666667
307,Employee 307,Operations,Analyst,"Tashkent, UZ",4.5,2019-10-23,5.945205479452055,4.5
291,Employee 291,IT Support,Analyst,"Almaty, KZ",4.5,2020-01-17,5.7095890410958905,4.499666666666667
300,Employee 300,Operations,Analyst,"Almaty, KZ",4.5,2022-06-08,3.317808219178082,4.499666666666667
36,Employee 036,Marketing,Specialist,"Almaty, KZ",4.4,2014-07-28,11.186301369863013,4.39633333333334
17,Employee 017,IT Support,Senior Engineer,"Delhi, IN",4.4,2017-10-19,7.956164383561644,4.397000000000007
33,Employee 033,Marketing,Engineer,"Tashkent, UZ",4.4,2018-12-03,6.832876712328767,4.395666666666672
322,Employee 322,Finance,Specialist,"Tashkent, UZ",4.4,2020-10-14,4.967123287671233,4.392666666666671
150,Employee 150,HR,Coordinator,"Almaty, KZ",4.4,2020-11-02,4.9150684931506845,4.39633333333334
240,Employee 240,Operations,Specialist,"Warsaw, PL",4.3,2012-08-19,13.126027397260273,4.301666666666643
382,Employee 382,Sales,Lead,"Astana, KZ",4.3,2012-10-28,12.934246575342465,4.303666666666644
88,Employee 088,Finance,Specialist,"Delhi, IN",4.3,2013-01-24,12.693150684931506,4.302333333333311
158,Employee 158,Operations,Lead,"Delhi, IN",4.3,2013-05-18,12.38082191780822,4.301666666666643
259,Employee 259,Finance,Specialist,"Delhi, IN",4.3,2019-09-19,6.038356164383561,4.300999999999976
78,Employee 078,Sales,Manager,"Warsaw, PL",4.3,2020-05-15,5.383561643835616,4.303999999999977
206,Employee 206,Finance,Specialist,"Almaty, KZ",4.3,2020-11-22,4.86027397260274,4.302333333333309
157,Employee 157,Finance,Coordinator,"Astana, KZ",4.3,2022-06-28,3.263013698630137,4.300999999999976
35,Employee 035,Operations,Lead,"Bishkek, KG",4.2,2012-01-26,13.69041095890411,4.200000000000023
310,Employee 310,Finance,Analyst,"Almaty, KZ",4.2,2015-06-18,10.295890410958904,4.200000000000023
336,Employee 336,Finance,Manager,"Delhi, IN",4.2,2015-07-19,10.210958904109589,4.200000000000023
176,Employee 176,HR,Manager,"Astana, KZ",4.2,2015-07-28,10.186301369863013,4.200000000000023
208,Employee 208,Sales,Coordinator,"Warsaw, PL",4.2,2015-09-12,10.06027397260274,4.200000000000023
84,Employee 084,IT Support,Engineer,"Bishkek, KG",4.2,2015-12-01,9.841095890410958,4.200000000000023
126,Employee 126,IT Support,Coordinator,"Warsaw, PL",4.2,2016-05-09,9.402739726027397,4.200000000000023
131,Employee 131,Operations,Engineer,"Astana, KZ",4.2,2016-11-01,8.92054794520548,4.200000000000023
400,Employee 400,Marketing,Engineer,"Bishkek, KG",4.2,2017-02-12,8.638356164383561,4.200000000000023
377,Employee 377,Marketing,Engineer,"Astana, KZ",4.2,2017-07-06,8.243835616438357,4.200000000000023
38,Employee 038,IT Support,Engineer,"Astana, KZ",4.2,2017-08-22,8.115068493150686,4.200000000000023
368,Employee 368,Marketing,Specialist,"Astana, KZ",4.2,2017-11-27,7.8493150684931505,4.200000000000023
211,Employee 211,Engineering,Specialist,"Warsaw, PL",4.2,2018-01-01,7.7534246575342465,4.200000000000023
390,Employee 390,HR,Senior Engineer,"Delhi, IN",4.2,2018-05-04,7.416438356164384,4.200000000000023
77,Employee 077,Marketing,Analyst,"Warsaw, PL",4.2,2019-05-22,6.367123287671233,4.200000000000023
148,Employee 148,Finance,Engineer,"Astana, KZ",4.2,2019-08-08,6.153424657534247,4.200000000000023
314,Employee 314,Operations,Analyst,"Istanbul, TR",4.2,2020-02-24,5.605479452054794,4.200000000000023
283,Employee 283,Engineering,Senior Engineer,"Bishkek, KG",4.2,2020-04-23,5.443835616438356,4.200000000000023
160,Employee 160,Finance,Senior Engineer,"Astana, KZ",4.1,2012-05-27,13.356164383561644,4.099999999999998
100,Employee 100,Marketing,Coordinator,"Istanbul, TR",4.1,2013-09-25,12.024657534246575,4.099999999999998
266,Employee 266,HR,Lead,"Istanbul, TR",4.1,2013-10-21,11.953424657534246,4.099999999999998
220,Employee 220,Marketing,Engineer,"Delhi, IN",4.1,2015-02-21,10.616438356164384,4.099999999999998
63,Employee 063,HR,Senior Engineer,"Delhi, IN",4.1,2016-08-01,9.172602739726027,4.099999999999998
183,Employee 183,IT Support,Coordinator,"Istanbul, TR",4.1,2016-08-04,9.164383561643836,4.099999999999998
232,Employee 232,Finance,Analyst,"Bishkek, KG",4.1,2016-09-12,9.057534246575342,4.099999999999998
155,Employee 155,Finance,Analyst,"Astana, KZ",4.1,2016-10-17,8.961643835616439,4.099999999999998
355,Employee 355,IT Support,Analyst,"Bishkek, KG",4.1,2016-10-24,8.942465753424658,4.099999999999998
308,Employee 308,Marketing,Senior Engineer,"Bishkek, KG",4.1,2017-08-18,8.126027397260273,4.099999999999998
278,Employee 278,Finance,Analyst,"Almaty, KZ",4.1,2019-02-05,6.657534246575342,4.099999999999998
276,Employee 276,Sales,Engineer,"Warsaw, PL",4.1,2019-09-05,6.076712328767123,4.099999999999998
110,Employee 110,Sales,Engineer,"Bishkek, KG",4.1,2021-03-14,4.553424657534246,4.099999999999998
263,Employee 263,Operations,Engineer,"Delhi, IN",4.1,2021-08-19,4.120547945205479,4.099999999999998
353,Employee 353,IT Support,Lead,"Warsaw, PL",4.0,2012-06-22,13.284931506849315,4.0
149,Employee 149,Operations,Coordinator,"Istanbul, TR",4.0,2013-02-05,12.66027397260274,4.0
2,Employee 002,Sales,Engineer,"Almaty, KZ",4.0,2013-04-03,12.504109589041096,4.0
391,Employee 391,Sales,Lead,"Delhi, IN",4.0,2013-04-17,12.465753424657533,4.0
179,Employee 179,Engineering,Senior Engineer,"Delhi, IN",4.0,2014-06-05,11.331506849315069,4.0
356,Employee 356,Marketing,Manager,"Almaty, KZ",4.0,2014-07-07,11.243835616438357,4.0
233,Employee 233,Marketing,Coordinator,"Bishkek, KG",4.0,2014-10-21,10.953424657534246,4.0
48,Employee 048,Finance,Senior Engineer,"Bishkek, KG",4.0,2015-03-23,10.534246575342467,4.0
346,Employee 346,Sales,Manager,"Tashkent, UZ",4.0,2015-08-22,10.117808219178082,4.0
200,Employee 200,Sales,Lead,"Almaty, KZ",4.0,2016-04-13,9.473972602739726,4.0
277,Employee 277,Sales,Manager,"Tashkent, UZ",4.0,2016-06-26,9.271232876712329,4.0
71,Employee 071,Marketing,Lead,"Warsaw, PL",4.0,2017-02-13,8.635616438356164,4.0
313,Employee 313,Operations,Lead,"Astana, KZ",4.0,2017-03-22,8.534246575342467,4.0
29,Employee 029,Engineering,Analyst,"Istanbul, TR",4.0,2017-08-26,8.104109589041096,4.0
189,Employee 189,Engineering,Lead,"Bishkek, KG",4.0,2017-09-09,8.065753424657535,4.0
15,Employee 015,Operations,Senior Engineer,"Tashkent, UZ",4.0,2018-06-22,7.282191780821917,4.0
165,Employee 165,Finance,Senior Engineer,"Astana, KZ",4.0,2019-02-03,6.663013698630137,4.0
129,Employee 129,Marketing,Engineer,"Istanbul, TR",4.0,2019-04-27,6.435616438356164,4.0
295,Employee 295,HR,Engineer,"Istanbul, TR",4.0,2019-10-17,5.961643835616439,4.0
223,Employee 223,Operations,Lead,"Istanbul, TR",4.0,2020-02-24,5.605479452054794,4.0
333,Employee 333,Operations,Specialist,"Istanbul, TR",4.0,2020-08-27,5.098630136986301,4.0
5,Employee 005,Operations,Specialist,"Tashkent, UZ",4.0,2022-04-12,3.473972602739726,4.0
376,Employee 376,Sales,Analyst,"Tashkent, UZ",4.0,2022-09-28,3.010958904109589,4.0
334,Employee 334,Finance,Coordinator,"Istanbul, TR",3.9,2012-11-25,12.857534246575343,3.8999999999999977
102,Employee 102,Finance,Coordinator,"Warsaw, PL",3.9,2013-05-17,12.383561643835616,3.8999999999999977
113,Employee 113,IT Support,Analyst,"Tashkent, UZ",3.9,2013-06-14,12.306849315068494,3.8999999999999977
335,Employee 335,Sales,Senior Engineer,"Warsaw, PL",3.9,2013-10-03,12.002739726027396,3.8999999999999977
397,Employee 397,Marketing,Senior Engineer,"Delhi, IN",3.9,2013-10-28,11.934246575342465,3.8999999999999977
164,Employee 164,Sales,Specialist,"Bishkek, KG",3.9,2014-04-12,11.479452054794521,3.8999999999999977
197,Employee 197,HR,Coordinator,"Tashkent, UZ",3.9,2014-04-24,11.446575342465753,3.8999999999999977
22,Employee 022,Sales,Manager,"Delhi, IN",3.9,2016-06-20,9.287671232876713,3.8999999999999977
199,Employee 199,Sales,Engineer,"Warsaw, PL",3.9,2016-12-10,8.813698630136987,3.8999999999999977
92,Employee 092,IT Support,Specialist,"Bishkek, KG",3.9,2017-08-14,8.136986301369863,3.8999999999999977
398,Employee 398,Engineering,Coordinator,"Warsaw, PL",3.9,2017-12-27,7.767123287671233,3.8999999999999977
87,Employee 087,Sales,Manager,"Tashkent, UZ",3.9,2018-01-26,7.684931506849315,3.8999999999999977
287,Employee 287,HR,Coordinator,"Tashkent, UZ",3.9,2018-08-05,7.161643835616438,3.8999999999999977
386,Employee 386,Operations,Coordinator,"Warsaw, PL",3.9,2018-10-20,6.953424657534247,3.8999999999999977
45,Employee 045,HR,Senior Engineer,"Delhi, IN",3.9,2019-06-03,6.3342465753424655,3.8999999999999977
331,Employee 331,Engineering,Engineer,"Delhi, IN",3.9,2020-10-09,4.980821917808219,3.8999999999999977
50,Employee 050,Finance,Engineer,"Warsaw, PL",3.9,2020-10-10,4.978082191780822,3.8999999999999977
142,Employee 142,Engineering,Analyst,"Bishkek, KG",3.9,2022-07-03,3.249315068493151,3.8999999999999977
321,Employee 321,Operations,Senior Engineer,"Istanbul, TR",3.8,2012-01-02,13.756164383561643,3.799999999999979
3,Employee 003,Engineering,Specialist,"Istanbul, TR",3.8,2012-10-19,12.95890410958904,3.799999999999979
265,Employee 265,Sales,Coordinator,"Tashkent, UZ",3.8,2013-01-02,12.753424657534246,3.799999999999979
56,Employee 056,Operations,Senior Engineer,"Warsaw, PL",3.8,2014-05-02,11.424657534246576,3.799999999999979
139,Employee 139,Operations,Manager,"Tashkent, UZ",3.8,2014-11-26,10.854794520547944,3.799999999999979
51,Employee 051,Engineering,Coordinator,"Almaty, KZ",3.8,2016-01-25,9.69041095890411,3.799999999999979
279,Employee 279,Engineering,Coordinator,"Warsaw, PL",3.8,2016-02-09,9.64931506849315,3.799999999999979
128,Employee 128,Operations,Analyst,"Astana, KZ",3.8,2016-04-17,9.463013698630137,3.799999999999979
114,Employee 114,Engineering,Coordinator,"Delhi, IN",3.8,2017-05-27,8.353424657534246,3.799999999999979
230,Employee 230,Sales,Engineer,"Tashkent, UZ",3.8,2017-06-16,8.2986301369863,3.799999999999979
21,Employee 021,Operations,Engineer,"Almaty, KZ",3.8,2017-10-01,8.005479452054795,3.799999999999979
262,Employee 262,Marketing,Coordinator,"Bishkek, KG",3.8,2017-10-01,8.005479452054795,3.799999999999979
8,Employee 008,Engineering,Analyst,"Delhi, IN",3.8,2017-12-15,7.8,3.799999999999979
109,Employee 109,HR,Specialist,"Almaty, KZ",3.8,2018-11-02,6.917808219178082,3.799999999999979
123,Employee 123,Finance,Senior Engineer,"Istanbul, TR",3.8,2020-09-11,5.057534246575343,3.799999999999979
212,Employee 212,Finance,Lead,"Warsaw, PL",3.8,2021-05-04,4.413698630136986,3.799999999999979
338,Employee 338,IT Support,Manager,"Istanbul, TR",3.8,2021-05-16,4.380821917808219,3.799999999999979
218,Employee 218,HR,Manager,"Tashkent, UZ",3.8,2021-11-03,3.9123287671232876,3.799999999999979
57,Employee 057,HR,Analyst,"Warsaw, PL",3.8,2022-03-09,3.5671232876712327,3.799999999999979
137,Employee 137,HR,Manager,"Bishkek, KG",3.8,2022-04-13,3.4712328767123286,3.799999999999979
246,Employee 246,Sales,Coordinator,"Warsaw, PL",3.8,2022-09-23,3.0246575342465754,3.799999999999979
97,Employee 097,Finance,Analyst,"Bishkek, KG",3.7,2012-07-23,13.2,3.7000000000000206
372,Employee 372,HR,Specialist,"Astana, KZ",3.7,2012-08-25,13.10958904109589,3.7000000000000206
124,Employee 124,Finance,Engineer,"Almaty, KZ",3.7,2013-04-04,12.501369863013698,3.7000000000000206
311,Employee 311,HR,Senior Engineer,"Tashkent, UZ",3.7,2013-10-28,11.934246575342465,3.7000000000000206
296,Employee 296,Engineering,Engineer,"Almaty, KZ",3.7,2014-09-19,11.04109589041096,3.7000000000000206
106,Employee 106,Sales,Manager,"Warsaw, PL",3.7,2015-08-02,10.172602739726027,3.7000000000000206
32,Employee 032,Engineering,Coordinator,"Bishkek, KG",3.7,2015-08-06,10.161643835616438,3.7000000000000206
54,Employee 054,HR,Lead,"Almaty, KZ",3.7,2016-02-20,9.61917808219178,3.7000000000000206
64,Employee 064,HR,Analyst,"Delhi, IN",3.7,2016-04-12,9.476712328767123,3.7000000000000206
221,Employee 221,Operations,Specialist,"Almaty, KZ",3.7,2017-03-07,8.575342465753424,3.7000000000000206
385,Employee 385,IT Support,Lead,"Delhi, IN",3.7,2017-09-15,8.04931506849315,3.7000000000000206
324,Employee 324,Marketing,Specialist,"Almaty, KZ",3.7,2018-06-17,7.295890410958904,3.7000000000000206
261,Employee 261,HR,Coordinator,"Bishkek, KG",3.7,2019-06-28,6.265753424657534,3.7000000000000206
294,Employee 294,IT Support,Lead,"Delhi, IN",3.7,2020-04-23,5.443835616438356,3.7000000000000206
72,Employee 072,Operations,Lead,"Almaty, KZ",3.7,2020-11-08,4.898630136986301,3.7000000000000206
180,Employee 180,Engineering,Senior Engineer,"Almaty, KZ",3.7,2022-01-23,3.6904109589041094,3.7000000000000206
99,Employee 099,Finance,Senior Engineer,"Bishkek, KG",3.7,2022-02-27,3.5945205479452054,3.7000000000000206
375,Employee 375,Marketing,Lead,"Warsaw, PL",3.6,2012-01-25,13.693150684931506,3.6000000000000107
130,Employee 130,HR,Analyst,"Almaty, KZ",3.6,2012-04-20,13.457534246575342,3.6000000000000107
297,Employee 297,Sales,Lead,"Astana, KZ",3.6,2012-11-13,12.89041095890411,3.6000000000000107
320,Employee 320,Finance,Manager,"Delhi, IN",3.6,2013-06-11,12.315068493150685,3.6000000000000107
210,Employee 210,Marketing,Senior Engineer,"Bishkek, KG",3.6,2014-07-17,11.216438356164383,3.6000000000000107
248,Employee 248,Finance,Analyst,"Tashkent, UZ",3.6,2014-08-20,11.123287671232877,3.6000000000000107
365,Employee 365,IT Support,Senior Engineer,"Warsaw, PL",3.6,2017-06-14,8.304109589041095,3.6000000000000107
66,Employee 066,Engineering,Manager,"Astana, KZ",3.6,2018-01-10,7.728767123287671,3.6000000000000107
239,Employee 239,Sales,Analyst,"Istanbul, TR",3.6,2018-01-11,7.726027397260274,3.6000000000000107
47,Employee 047,Marketing,Lead,"Warsaw, PL",3.6,2019-04-24,6.443835616438356,3.6000000000000107
9,Employee 009,Engineering,Specialist,"Almaty, KZ",3.6,2019-07-02,6.254794520547946,3.6000000000000107
309,Employee 309,Finance,Coordinator,"Bishkek, KG",3.6,2020-09-13,5.052054794520548,3.6000000000000107
399,Employee 399,IT Support,Lead,"Warsaw, PL",3.6,2020-12-17,4.791780821917809,3.6000000000000107
76,Employee 076,Operations,Lead,"Warsaw, PL",3.6,2021-03-11,4.561643835616438,3.6000000000000107
337,Employee 337,Engineering,Engineer,"Bishkek, KG",3.6,2021-03-11,4.561643835616438,3.6000000000000107
18,Employee 018,Sales,Coordinator,"Warsaw, PL",3.6,2021-11-22,3.8602739726027395,3.6000000000000107
98,Employee 098,IT Support,Specialist,"Bishkek, KG",3.5,2013-07-27,12.189041095890412,3.5
374,Employee 374,Operations,Engineer,"Tashkent, UZ",3.5,2013-11-10,11.898630136986302,3.5
69,Employee 069,IT Support,Specialist,"Warsaw, PL",3.5,2014-09-25,11.024657534246575,3.5
214,Employee 214,IT Support,Coordinator,"Almaty, KZ",3.5,2015-08-21,10.12054794520548,3.5
104,Employee 104,Marketing,Senior Engineer,"Istanbul, TR",3.5,2015-09-08,10.07123287671233,3.5
339,Employee 339,Engineering,Lead,"Astana, KZ",3.5,2016-07-23,9.197260273972603,3.5
103,Employee 103,Sales,Analyst,"Bishkek, KG",3.5,2016-08-09,9.150684931506849,3.5
303,Employee 303,Engineering,Coordinator,"Almaty, KZ",3.5,2016-11-18,8.873972602739727,3.5
288,Employee 288,HR,Senior Engineer,"Astana, KZ",3.5,2017-01-06,8.73972602739726,3.5
